id,employee_number,department_id,manager_id,first_name,last_name,email,job_title,hire_date,salary,employment_status
1a8cb147-1585-587f-932d-d9ea83a26048,EMP-0109,214fc2d6-0181-571e-b00a-c5931cea3abf,e95eb441-8390-5f2a-8300-5c0129b7d7a2,Amanda,Mccall,amanda.mccall@sentinel.example,Solutions Consultant,2025-05-22,110722.00,active
b2947fa6-e385-5a03-8094-12ff83e65483,EMP-0110,4c8365d9-59ad-569e-be60-27d22f42c0ba,e280663b-809e-5818-b0ee-103bb0697533,Jeremy,Ross,jeremy.ross@sentinel.example,Operations Analyst,2022-07-25,121748.00,active
7242516c-cc48-56f1-9436-4afbcf0086dc,EMP-0111,bbad392a-eb16-5a88-8b1d-71776f11346e,b52ce1d4-6469-5a26-9909-ab8fb46083e5,Thomas,Evans,thomas.evans@sentinel.example,Support Specialist,2020-03-23,84330.00,active
db3f8d5c-dce1-52b2-98f2-485163a39bdd,EMP-0112,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,bd33bd7e-3898-541a-b495-194773beb677,Tammy,Williams,tammy.williams@sentinel.example,Accountant,2020-08-11,164159.00,active
b136f79e-100e-5a3c-b2f3-f0db6d3a6997,EMP-0113,bbad392a-eb16-5a88-8b1d-71776f11346e,752d1174-aa5f-523e-a43f-23449274de00,Elizabeth,Reyes,elizabeth.reyes@sentinel.example,Support Specialist,2019-03-06,148470.00,active
2f580b13-269d-545a-b185-76dff6ad506e,EMP-0114,061e4cbf-4b7c-575e-a6ae-c01ecb874583,ad434966-8f70-5881-a489-131c6729a455,Evelyn,Donovan,evelyn.donovan@sentinel.example,Growth Manager,2024-07-24,96218.00,active
46036e2e-65ef-51bf-baf1-53e7164a7bf4,EMP-0115,061e4cbf-4b7c-575e-a6ae-c01ecb874583,2615f376-1faa-5e48-9dd4-c1e43700d30c,Jessica,Miller,jessica.miller@sentinel.example,Growth Manager,2025-06-01,86490.00,active
8c83e28d-274c-59d3-af62-761a21d67554,EMP-0116,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Doris,Stone,doris.stone@sentinel.example,Platform Architect,2023-02-04,66731.00,active
bbf2a6bb-88c0-54fe-9a2c-8d3f563eb1ee,EMP-0117,061e4cbf-4b7c-575e-a6ae-c01ecb874583,ad434966-8f70-5881-a489-131c6729a455,Max,Williams,max.williams@sentinel.example,Market Analyst,2018-10-10,68506.00,active
49ea2856-023c-5ffd-b3bf-82960190c959,EMP-0118,214fc2d6-0181-571e-b00a-c5931cea3abf,720c7389-880e-5928-a765-7ad18e1dd3c3,Ashlee,Arroyo,ashlee.arroyo@sentinel.example,Sales Manager,2021-12-15,76124.00,active
b0461422-02e1-52db-97c3-fe1789b240cf,EMP-0119,bbad392a-eb16-5a88-8b1d-71776f11346e,752d1174-aa5f-523e-a43f-23449274de00,Michael,Mendoza,michael.mendoza@sentinel.example,Support Specialist,2018-12-06,71611.00,leave
ac7499ff-7fb4-5933-a2b3-bb11621e0686,EMP-0120,4c8365d9-59ad-569e-be60-27d22f42c0ba,147438f1-333c-58d0-8b03-9bd355453159,Barbara,Blanchard,barbara.blanchard@sentinel.example,Operations Analyst,2025-10-30,68955.00,active
09f085ad-747e-5252-9308-7cc02a66886c,EMP-0121,2b655cf7-4c5d-5851-ba55-82e7c45d6ed4,0b91e08e-43ed-5f2a-8406-e11f257d45df,Martin,Lewis,martin.lewis@sentinel.example,People Partner,2026-03-12,96011.00,active
484dad0d-a898-565c-b3d2-17b5782023bd,EMP-0122,061e4cbf-4b7c-575e-a6ae-c01ecb874583,2615f376-1faa-5e48-9dd4-c1e43700d30c,Sarah,Brown,sarah.brown@sentinel.example,Market Analyst,2021-11-24,69260.00,active
29f89627-9934-5916-acef-ed156172909d,EMP-0123,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,Eric,Bass,eric.bass@sentinel.example,Solutions Consultant,2023-02-05,115490.00,active
c33f2117-7695-5b57-b98a-567287832ce1,EMP-0124,214fc2d6-0181-571e-b00a-c5931cea3abf,720c7389-880e-5928-a765-7ad18e1dd3c3,James,Lyons,james.lyons@sentinel.example,Account Executive,2020-01-24,107725.00,active
66d559d2-64cd-58c9-91cc-ff7dcee82f8c,EMP-0125,061e4cbf-4b7c-575e-a6ae-c01ecb874583,ad434966-8f70-5881-a489-131c6729a455,John,Wu,john.wu@sentinel.example,Growth Manager,2020-11-17,153731.00,active
bbb7a724-6579-5c3e-9959-c05f4b1cf443,EMP-0126,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Gabriel,Lee,gabriel.lee@sentinel.example,Platform Architect,2020-11-08,127080.00,active
771f9b83-a685-5eab-836c-da36ff9c14bf,EMP-0127,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Matthew,Cline,matthew.cline@sentinel.example,Software Engineer,2022-08-18,94921.00,active
00b1eaa3-aff6-52f5-8539-ac4cb785322a,EMP-0128,214fc2d6-0181-571e-b00a-c5931cea3abf,e95eb441-8390-5f2a-8300-5c0129b7d7a2,Brendan,Murray,brendan.murray@sentinel.example,Solutions Consultant,2022-02-19,159239.00,active
81fe2b41-545a-5825-8777-57c43b94d763,EMP-0129,2b655cf7-4c5d-5851-ba55-82e7c45d6ed4,e2c71215-a998-57ec-9258-3758729ad0a0,Christopher,Bernard,christopher.bernard@sentinel.example,People Partner,2019-02-25,128423.00,active
4fbdeee3-1a5d-542a-8006-d8009845c832,EMP-0130,4c8365d9-59ad-569e-be60-27d22f42c0ba,147438f1-333c-58d0-8b03-9bd355453159,Shawn,Kennedy,shawn.kennedy@sentinel.example,Supply Chain Manager,2024-01-17,88514.00,active
a9917010-b214-5440-98c5-100f43c8c7d8,EMP-0131,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,bd33bd7e-3898-541a-b495-194773beb677,Christopher,Kim,christopher.kim@sentinel.example,FP&A Manager,2023-02-05,112832.00,active
5935a2ab-e820-55bf-a36c-ef0ae035c00e,EMP-0132,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,Danielle,George,danielle.george@sentinel.example,Account Executive,2025-05-29,147770.00,active
46507fa8-4165-5277-af87-9a8e38f4fa69,EMP-0133,4c8365d9-59ad-569e-be60-27d22f42c0ba,40f977bf-12fb-5fed-a8d0-306d76745eb9,Daniel,Butler,daniel.butler@sentinel.example,Supply Chain Manager,2022-10-12,62357.00,active
4d8a890a-2645-591f-b3b1-f79f797c9811,EMP-0134,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Gregory,Collier,gregory.collier@sentinel.example,Software Engineer,2022-02-08,168222.00,leave
f0886a03-60b2-512c-b3db-7ca89a73954e,EMP-0135,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Jose,Garcia,jose.garcia@sentinel.example,Data Engineer,2021-06-02,171095.00,active
277d616b-e9c4-5284-ad5d-035a99fc317f,EMP-0136,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Jessica,Wilson,jessica.wilson@sentinel.example,Software Engineer,2019-02-26,76384.00,active
3a441458-59e9-58bd-a39b-b02dc5ef98b6,EMP-0137,4c8365d9-59ad-569e-be60-27d22f42c0ba,40f977bf-12fb-5fed-a8d0-306d76745eb9,Eric,Mcdowell,eric.mcdowell@sentinel.example,Operations Analyst,2024-06-07,114249.00,leave
c3ff0a0a-56af-5e1e-8f58-8b1be0ca2eec,EMP-0138,061e4cbf-4b7c-575e-a6ae-c01ecb874583,ad434966-8f70-5881-a489-131c6729a455,Michael,Baker,michael.baker@sentinel.example,Market Analyst,2024-02-13,77726.00,active
c89f3310-b294-5708-aabd-e620adcbcc61,EMP-0139,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,David,Freeman,david.freeman@sentinel.example,Software Engineer,2026-02-16,127292.00,active
4723c9bd-8c2d-5b02-b704-02de1ab1c6fe,EMP-0140,4c8365d9-59ad-569e-be60-27d22f42c0ba,e280663b-809e-5818-b0ee-103bb0697533,Casey,Moore,casey.moore@sentinel.example,Supply Chain Manager,2025-12-02,127307.00,active
651eacb8-633a-519f-84a8-bdc47df160f3,EMP-0141,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,Corey,Brown,corey.brown@sentinel.example,Solutions Consultant,2019-02-09,48166.00,active
5cf8604a-e533-5582-8cb2-a7fc03e9f42e,EMP-0142,4c8365d9-59ad-569e-be60-27d22f42c0ba,147438f1-333c-58d0-8b03-9bd355453159,Brianna,Jensen,brianna.jensen@sentinel.example,Operations Analyst,2020-04-02,170590.00,active
f8e20f9a-c20c-5b8f-b70c-581b07a5edea,EMP-0143,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Jamie,Arroyo,jamie.arroyo@sentinel.example,Data Engineer,2020-06-26,168586.00,active
fa792ace-6f32-5c6f-b273-130e73267255,EMP-0144,2b60784d-019d-5175-b183-3ef66bbbcd36,bdf7146a-3812-5acd-91ef-5082be8572cd,Pamela,Davis,pamela.davis@sentinel.example,Software Engineer,2019-06-08,66238.00,active
3fee3a4f-e763-5cb0-84e5-15577d141e31,EMP-0145,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Elizabeth,Woods,elizabeth.woods@sentinel.example,Platform Architect,2019-11-20,105169.00,active
c799fbe9-b5a9-5245-a554-b9951dc2e039,EMP-0146,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Lisa,Johnson,lisa.johnson@sentinel.example,Platform Architect,2026-05-07,68473.00,active
e702eade-d893-54f4-b0e1-287a55792f41,EMP-0147,4c8365d9-59ad-569e-be60-27d22f42c0ba,e280663b-809e-5818-b0ee-103bb0697533,Christine,Ward,christine.ward@sentinel.example,Supply Chain Manager,2020-11-30,164387.00,active
5beff262-59ed-506b-85d8-fa79b079efd0,EMP-0148,2b60784d-019d-5175-b183-3ef66bbbcd36,bdf7146a-3812-5acd-91ef-5082be8572cd,Alexandra,Smith,alexandra.smith@sentinel.example,Data Engineer,2020-05-08,69817.00,active
3f24970e-8ea4-57ed-8660-e26444c13e5d,EMP-0149,214fc2d6-0181-571e-b00a-c5931cea3abf,e95eb441-8390-5f2a-8300-5c0129b7d7a2,Jason,Miller,jason.miller@sentinel.example,Sales Manager,2025-02-18,170139.00,active
134cf479-d3db-5366-ad26-84eef9693d7c,EMP-0150,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Maria,Strong,maria.strong@sentinel.example,Software Engineer,2025-03-31,106778.00,active
0fe862ad-d2d9-5e37-966e-4a72ba00f571,EMP-0151,2b655cf7-4c5d-5851-ba55-82e7c45d6ed4,e2c71215-a998-57ec-9258-3758729ad0a0,Gregory,Velasquez,gregory.velasquez@sentinel.example,Talent Specialist,2020-12-05,136733.00,active
4b659eba-d5a1-5738-b5c2-b4bc08df3a96,EMP-0152,2b655cf7-4c5d-5851-ba55-82e7c45d6ed4,260a6523-345d-583b-954e-52ac08c04ed0,Shawn,Small,shawn.small@sentinel.example,Talent Specialist,2020-04-23,117342.00,active
41c288ea-d2d9-5ae8-8e37-5c327d0f3bc9,EMP-0153,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Laura,Cortez,laura.cortez@sentinel.example,Software Engineer,2024-03-21,141577.00,active
32ef3390-0fd6-50df-bef0-51fda3e1bbfe,EMP-0154,061e4cbf-4b7c-575e-a6ae-c01ecb874583,87219e3f-c4ef-5e76-bc18-6f70e99c48ea,Tiffany,Ward,tiffany.ward@sentinel.example,Growth Manager,2024-07-23,77599.00,active
b43c8f02-1dcb-5f9d-af05-30c6c2153bd3,EMP-0155,214fc2d6-0181-571e-b00a-c5931cea3abf,e95eb441-8390-5f2a-8300-5c0129b7d7a2,Charlotte,Jones,charlotte.jones@sentinel.example,Sales Manager,2020-08-25,170147.00,active
d583c679-cc80-5a9e-87af-dfe62a8ca9ea,EMP-0156,4c8365d9-59ad-569e-be60-27d22f42c0ba,e280663b-809e-5818-b0ee-103bb0697533,Brian,Woods,brian.woods@sentinel.example,Supply Chain Manager,2020-07-08,88437.00,active
784af00b-cd05-542c-aa75-0da541858b6a,EMP-0157,061e4cbf-4b7c-575e-a6ae-c01ecb874583,2615f376-1faa-5e48-9dd4-c1e43700d30c,Amber,Jackson,amber.jackson@sentinel.example,Growth Manager,2020-02-07,170044.00,active
6bbb6f85-cc6a-5c4b-aba3-429871d3caa1,EMP-0158,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,325beaf5-ac3f-5db5-ad2c-6bddf7df8ee2,Alyssa,Ross,alyssa.ross@sentinel.example,Financial Analyst,2022-02-07,84515.00,active
dc883f2f-eb02-53a1-90cb-467dbf6ff455,EMP-0159,214fc2d6-0181-571e-b00a-c5931cea3abf,e95eb441-8390-5f2a-8300-5c0129b7d7a2,Melissa,Anderson,melissa.anderson@sentinel.example,Sales Manager,2020-06-06,51745.00,active
d1d43115-96f8-53a1-bad2-7d9446d8e118,EMP-0160,214fc2d6-0181-571e-b00a-c5931cea3abf,720c7389-880e-5928-a765-7ad18e1dd3c3,Laura,Miller,laura.miller@sentinel.example,Sales Manager,2026-05-13,161329.00,active
118ee768-2257-5fc9-80c7-fc0361eca54b,EMP-0161,214fc2d6-0181-571e-b00a-c5931cea3abf,e95eb441-8390-5f2a-8300-5c0129b7d7a2,Alicia,Castillo,alicia.castillo@sentinel.example,Sales Manager,2025-07-10,116021.00,active
901c5364-4b56-56d8-950a-05439a2a7bb1,EMP-0162,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,2a90f8e4-a9b1-5562-bab0-9438db96571f,John,Bonilla,john.bonilla@sentinel.example,FP&A Manager,2022-07-24,131678.00,active
aa3d642f-b197-58e7-9b75-941b7e5fcdd0,EMP-0163,4c8365d9-59ad-569e-be60-27d22f42c0ba,e280663b-809e-5818-b0ee-103bb0697533,Antonio,Carter,antonio.carter@sentinel.example,Supply Chain Manager,2023-01-12,156535.00,active
bb8c4df1-f93d-5ad4-825d-eb9acb80fd84,EMP-0164,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,bd33bd7e-3898-541a-b495-194773beb677,Kara,Simpson,kara.simpson@sentinel.example,Financial Analyst,2026-05-16,75418.00,active
60616d64-bde6-5323-8231-8cacb3eaa96d,EMP-0165,214fc2d6-0181-571e-b00a-c5931cea3abf,720c7389-880e-5928-a765-7ad18e1dd3c3,Jeremy,Stephens,jeremy.stephens@sentinel.example,Account Executive,2023-06-01,153383.00,active
6b5feb5d-ef37-55d7-96ea-93eb713ebe93,EMP-0166,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Shari,Jackson,shari.jackson@sentinel.example,Platform Architect,2020-04-30,109686.00,active
113cd4ad-991e-5b3e-884a-1e169847c916,EMP-0167,214fc2d6-0181-571e-b00a-c5931cea3abf,720c7389-880e-5928-a765-7ad18e1dd3c3,Laura,Cooper,laura.cooper@sentinel.example,Account Executive,2020-09-19,74273.00,active
f7b726d6-d8b2-53bd-977c-4a572be5deb2,EMP-0168,214fc2d6-0181-571e-b00a-c5931cea3abf,e95eb441-8390-5f2a-8300-5c0129b7d7a2,Tammy,Cross,tammy.cross@sentinel.example,Account Executive,2024-04-15,66339.00,active
f1511ed8-40f6-544e-a21d-9ab52d3f1a34,EMP-0169,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,James,Schmidt,james.schmidt@sentinel.example,Sales Manager,2022-08-31,149915.00,active
81025357-3bf6-585b-9aa0-bb5abbb75b9a,EMP-0170,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,325beaf5-ac3f-5db5-ad2c-6bddf7df8ee2,Sandra,Walter,sandra.walter@sentinel.example,Accountant,2023-10-05,137282.00,active
dda54b4d-c371-50bc-b4ab-9038474a85c2,EMP-0171,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Heidi,Hart,heidi.hart@sentinel.example,Software Engineer,2025-10-22,108484.00,active
576d59ca-e029-534d-a2fc-2c388b2c3837,EMP-0172,bbad392a-eb16-5a88-8b1d-71776f11346e,b52ce1d4-6469-5a26-9909-ab8fb46083e5,Mark,Hall,mark.hall@sentinel.example,Support Specialist,2020-12-14,57066.00,active
cf655776-3aba-5b45-86fb-c31660edfbbd,EMP-0173,4c8365d9-59ad-569e-be60-27d22f42c0ba,40f977bf-12fb-5fed-a8d0-306d76745eb9,Sheila,Smith,sheila.smith@sentinel.example,Supply Chain Manager,2020-04-12,70575.00,active
4e16500b-92af-57a3-9481-1ea6a3bb3c1c,EMP-0174,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Joseph,Garcia,joseph.garcia@sentinel.example,Data Engineer,2021-11-16,83162.00,active
91c0faf6-97a7-5f46-801f-ae3c9e8e892c,EMP-0175,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Jeremy,Wilcox,jeremy.wilcox@sentinel.example,Software Engineer,2024-07-01,132839.00,active
4d818b9a-9901-57d6-9735-cfbcc3e72c9a,EMP-0176,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,bd33bd7e-3898-541a-b495-194773beb677,Katie,Lawson,katie.lawson@sentinel.example,Financial Analyst,2023-11-27,128456.00,active
8b8ac295-ff38-552a-a208-339acee0cbf8,EMP-0177,214fc2d6-0181-571e-b00a-c5931cea3abf,e95eb441-8390-5f2a-8300-5c0129b7d7a2,Ann,Joseph,ann.joseph@sentinel.example,Solutions Consultant,2025-06-27,117348.00,active
f282c936-ead3-522e-b59f-a09354eebec3,EMP-0178,4c8365d9-59ad-569e-be60-27d22f42c0ba,40f977bf-12fb-5fed-a8d0-306d76745eb9,Christopher,Reid,christopher.reid@sentinel.example,Operations Analyst,2021-02-03,49720.00,leave
099bba10-e4ae-57b4-98d9-2c40bc3dcd9c,EMP-0179,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,bd33bd7e-3898-541a-b495-194773beb677,Nicole,Smith,nicole.smith@sentinel.example,Financial Analyst,2020-07-22,121157.00,active
d6c5842b-b70d-5897-8b57-947e5ff2f3a3,EMP-0180,214fc2d6-0181-571e-b00a-c5931cea3abf,e95eb441-8390-5f2a-8300-5c0129b7d7a2,Christopher,Green,christopher.green@sentinel.example,Sales Manager,2025-11-15,166387.00,active
8e4680f3-a5bf-53b3-b7f1-4a1bd6577998,EMP-0181,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Cathy,Mckay,cathy.mckay@sentinel.example,Data Engineer,2023-07-23,94594.00,active
2b759d90-7b09-5083-9e95-902d00786339,EMP-0182,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Jessica,Mullins,jessica.mullins@sentinel.example,Data Engineer,2022-07-14,102421.00,active
c543ba99-abf6-5dd7-abec-cd535408cb97,EMP-0183,061e4cbf-4b7c-575e-a6ae-c01ecb874583,87219e3f-c4ef-5e76-bc18-6f70e99c48ea,Sharon,Evans,sharon.evans@sentinel.example,Market Analyst,2020-06-02,98757.00,active
e62d5f0a-327b-5f65-805e-ee6844ae7892,EMP-0184,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,2a90f8e4-a9b1-5562-bab0-9438db96571f,Kristina,Salas,kristina.salas@sentinel.example,Financial Analyst,2025-07-09,165402.00,active
88cd8c72-dc05-539a-9718-77c505c3f6c0,EMP-0185,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Rachel,White,rachel.white@sentinel.example,Platform Architect,2018-08-07,105311.00,active
6bc9426c-d3b5-5ef6-aa95-6ae25a9c6ff3,EMP-0186,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Debra,Young,debra.young@sentinel.example,Platform Architect,2019-12-15,155611.00,active
2d88bbd0-24c0-56bf-b5cc-5c4271ebcb71,EMP-0187,2b655cf7-4c5d-5851-ba55-82e7c45d6ed4,e2c71215-a998-57ec-9258-3758729ad0a0,James,Duran,james.duran@sentinel.example,People Partner,2021-10-31,120912.00,active
8af54aab-0ef0-5b6b-ab76-124eded2c079,EMP-0188,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Jennifer,Miller,jennifer.miller@sentinel.example,Platform Architect,2020-11-13,61788.00,active
97be513d-031c-5cfa-8e95-37aceeeeb3ad,EMP-0189,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Sarah,Rocha,sarah.rocha@sentinel.example,Data Engineer,2019-12-22,131800.00,active
c7b1a941-8741-5584-94d8-3bb2fc4b12bb,EMP-0190,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Brenda,Salinas,brenda.salinas@sentinel.example,Platform Architect,2024-03-21,93852.00,active
b268befc-adb1-5879-8c9d-4e20fc3a1ff8,EMP-0191,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Kristin,Robertson,kristin.robertson@sentinel.example,Software Engineer,2021-02-21,131212.00,active
fd659cc7-d19a-5f3d-a333-fb2e6ff66f6a,EMP-0192,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Samuel,Wilson,samuel.wilson@sentinel.example,Software Engineer,2022-06-21,159467.00,active
bf38f37f-be01-569b-8c8e-2e5709da8015,EMP-0193,2b60784d-019d-5175-b183-3ef66bbbcd36,bdf7146a-3812-5acd-91ef-5082be8572cd,Rose,Jones,rose.jones@sentinel.example,Software Engineer,2021-04-03,90000.00,active
fb2efb56-40d2-5be2-871e-15c7386fc9c5,EMP-0194,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,2a90f8e4-a9b1-5562-bab0-9438db96571f,Tara,Dennis,tara.dennis@sentinel.example,Accountant,2022-12-21,89277.00,active
18ea484e-4186-510c-bbf7-f38bd9a2c737,EMP-0195,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Jason,Jensen,jason.jensen@sentinel.example,Data Engineer,2018-12-16,58077.00,active
bde638ea-23a2-54fc-8890-9857037494c8,EMP-0196,061e4cbf-4b7c-575e-a6ae-c01ecb874583,2615f376-1faa-5e48-9dd4-c1e43700d30c,Robert,Curry,robert.curry@sentinel.example,Market Analyst,2018-12-15,131011.00,active
4ec6fcf8-2c66-50ec-8ac5-64a12c7bed4b,EMP-0197,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Carl,Gonzalez,carl.gonzalez@sentinel.example,Data Engineer,2020-09-19,173438.00,active
e0f2505c-fc5b-5345-8ebb-7cf3fa778973,EMP-0198,bbad392a-eb16-5a88-8b1d-71776f11346e,864956dc-d3a3-5b04-8bc5-799893f07e26,Roberta,Curtis,roberta.curtis@sentinel.example,Support Specialist,2026-01-05,120697.00,active
7829a564-d03a-5f98-a5cf-6eae74b4e2f1,EMP-0199,2b655cf7-4c5d-5851-ba55-82e7c45d6ed4,0b91e08e-43ed-5f2a-8406-e11f257d45df,Angela,Gordon,angela.gordon@sentinel.example,Talent Specialist,2021-06-25,61897.00,active
37859317-2dbb-5c62-97d3-49217bdf045c,EMP-0200,214fc2d6-0181-571e-b00a-c5931cea3abf,720c7389-880e-5928-a765-7ad18e1dd3c3,Scott,Good,scott.good@sentinel.example,Account Executive,2023-10-25,95809.00,active
